vin,millesime,region,appellation,couleur,format,per,prix_unitaire,quantite,date,negociant,source,vin_clean
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,3.0,41.0,1,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,1.0,41.0,2,20241001,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,75cl,6.0,50.0,1,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,150cl,1.0,114.33,1,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,600cl,1.0,495.0,3,20241001,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,75cl,6.0,17.67,8,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,12.0,9.38,1,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,1.0,9.38,4,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,150cl,3.0,37.83,1,20241001,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2019,Bordeaux,,red,75cl,6.0,50.0,8,20241001,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.33,4,20241001,justerini,broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.83,10,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,1.0,18.83,3,20241001,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,75cl,6.0,50.67,10,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,150cl,3.0,104.67,3,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,150cl,1.0,104.67,2,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,37.5cl,12.0,26.17,1,20241001,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,1,20241001,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,300cl,1.0,235.0,2,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,75cl,6.0,50.0,10,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,150cl,3.0,103.33,10,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,37.5cl,12.0,29.58,10,20241001,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2022,Bordeaux,,red,75cl,6.0,20.08,5,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2022,Bordeaux,,red,150cl,3.0,43.67,5,20241001,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,300cl,1.0,283.0,5,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,75cl,6.0,60.83,1,20241001,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,150cl,3.0,122.67,5,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,37.5cl,12.0,31.08,5,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,75cl,6.0,67.5,5,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,600cl,1.0,532.0,5,20241001,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,75cl,6.0,18.5,5,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,300cl,1.0,119.0,5,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,150cl,3.0,40.33,5,20241001,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,37.5cl,12.0,10.5,5,20241001,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,300cl,1.0,227.0,5,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,75cl,6.0,45.5,5,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,150cl,3.0,94.33,5,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,37.5cl,12.0,24.0,5,20241001,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,600cl,1.0,424.0,5,20241001,justerini,non-broker,grand puy lacoste
Château Grand Puy Lacoste,1996,BORDEAUX,Pauillac,red,75cl,12.0,124.58,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2000,BORDEAUX,Pauillac,red,75cl,12.0,104.17,8,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2004,BORDEAUX,Pauillac,red,75cl,12.0,50.0,3,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2005,BORDEAUX,Pauillac,red,75cl,12.0,81.67,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2008,BORDEAUX,Pauillac,red,75cl,12.0,43.33,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2009,BORDEAUX,Pauillac,red,75cl,12.0,71.67,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2014,BORDEAUX,Pauillac,red,75cl,6.0,40.0,2,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2016,BORDEAUX,Pauillac,red,75cl,12.0,51.67,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2017,BORDEAUX,Pauillac,red,75cl,12.0,46.67,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2018,BORDEAUX,Pauillac,red,75cl,12.0,45.0,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,500cl,1.0,495.0,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,75cl,12.0,45.0,2,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,150cl,6.0,100.0,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2020,BORDEAUX,Pauillac,red,75cl,12.0,41.25,1,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2022,BORDEAUX,Pauillac,red,75cl,6.0,59.5,0,20240902,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2023,BORDEAUX,Pauillac,red,75cl,6.0,45.5,0,20240902,richard_kihl,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,41.67,10,20241019,ditton_wine,,grand puy lacoste
Grand Puy Lacoste,2000,Bordeaux,,red,75cl,1.0,133.33,6,20241014,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2005,Bordeaux,,red,75cl,1.0,120.83,46,20241014,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,1995,Bordeaux,,red,75cl,1.0,133.33,4,20241014,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2009,Bordeaux,,red,75cl,1.0,91.67,71,20241014,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,,red,75cl,1.0,70.83,11,20241014,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,1989,Bordeaux,,red,75cl,1.0,125.0,16,20241014,hedonism_wines,,grand puy lacoste
Lacoste Borie,2000,Bordeaux,,red,75cl,1.0,50.0,9,20241014,hedonism_wines,,lacoste borie
Grand Puy Lacoste,2010,Bordeaux,,red,75cl,1.0,91.67,9,20241014,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,,red,75cl,1.0,62.5,14,20241014,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2012,Bordeaux,,red,75cl,1.0,58.33,14,20241014,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,,red,75cl,1.0,125.0,4,20241014,hedonism_wines,,grand puy lacoste
Lacoste Borie,2014,Bordeaux,,red,75cl,1.0,29.17,4,20241014,hedonism_wines,,lacoste borie
Grand Puy Lacoste,2012,Bordeaux,,red,150cl,1.0,116.67,3,20241014,hedonism_wines,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,,red,150cl,6.0,93.33,1.0,20240921,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20240921,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20240921,appellations_uk,,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2006,Bordeaux,,red,75cl,12.0,58.21,1,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2007,Bordeaux,,red,75cl,12.0,68.75,1,20240904,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2009,Bordeaux,,red,75cl,12.0,61.25,1,20240904,justerini,broker,grand puy lacoste
"Lacoste Borie, Pauillac",2011,Bordeaux,,red,75cl,12.0,18.33,1,20240904,justerini,broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2014,Bordeaux,,red,75cl,6.0,40.0,2,20240904,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2015,Bordeaux,,red,75cl,6.0,86.67,1,20240904,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2016,Bordeaux,,red,75cl,12.0,19.42,10,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2016,Bordeaux,,red,75cl,1.0,19.42,3,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2016,Bordeaux,,red,75cl,12.0,19.42,1,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2016,Bordeaux,,red,75cl,1.0,19.42,1,20240904,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,3.0,126.0,5,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,1.0,126.0,2,20240904,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,75cl,6.0,19.33,10,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,75cl,1.0,19.33,1,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,37.5cl,1.0,10.12,1,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,3.0,41.0,4,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,1.0,41.0,2,20240904,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,75cl,6.0,50.0,1,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,150cl,3.0,114.33,2,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,150cl,1.0,114.33,1,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,600cl,1.0,495.0,3,20240904,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,75cl,6.0,17.67,4,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,12.0,9.38,1,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,1.0,9.38,6,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,150cl,3.0,37.83,10,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,75cl,12.0,17.67,2,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.33,4,20240904,justerini,broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.83,10,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,1.0,18.83,3,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.83,4,20240904,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,75cl,6.0,50.67,10,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,150cl,3.0,104.67,4,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,37.5cl,12.0,26.17,1,20240904,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,1,20240904,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,300cl,1.0,235.0,2,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,75cl,6.0,50.0,10,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,150cl,3.0,103.33,10,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,37.5cl,12.0,29.58,10,20240904,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2022,Bordeaux,,red,75cl,6.0,20.08,5,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2022,Bordeaux,,red,150cl,3.0,43.67,5,20240904,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,300cl,1.0,283.0,5,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,75cl,6.0,60.83,1,20240904,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,150cl,3.0,122.67,5,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,37.5cl,12.0,31.08,5,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,75cl,6.0,67.5,5,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,600cl,1.0,532.0,5,20240904,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,75cl,6.0,18.5,5,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,300cl,1.0,119.0,5,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,150cl,3.0,40.33,5,20240904,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,37.5cl,12.0,10.5,5,20240904,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,300cl,1.0,227.0,5,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,75cl,6.0,45.5,5,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,150cl,3.0,94.33,5,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,37.5cl,12.0,24.0,5,20240904,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,600cl,1.0,424.0,5,20240904,justerini,non-broker,grand puy lacoste
Grand Puy Lacoste,2017.0,Bordeaux,,red,75cl,6.0,40.33,30,20241021,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2020.0,Bordeaux,,red,75cl,6.0,43.83,2,20241021,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2021.0,Bordeaux,,red,75cl,6.0,43.33,1,20241021,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2022.0,Bordeaux,,red,75cl,6.0,60.0,4,20241021,cru_wine,,grand puy lacoste
Lacoste-Borie,2020.0,Bordeaux,,red,75cl,6.0,17.33,1,20241021,cru_wine,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2006,Bordeaux,Pauillac,red,75cl,1.0,66.62,5,20241011,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,83.29,5,20241011,brunswick,,grand puy lacoste
Lacoste-Borie,2010,Bordeaux,Pauillac,red,75cl,1.0,41.62,2,20241011,brunswick,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,80.62,4,20241011,brunswick,,grand puy lacoste
Lacoste-Borie,2017,Bordeaux,Pauillac,red,75cl,12.0,21.67,1,20241011,brunswick,,lacoste borie
Lacoste-Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,20.0,3,20241011,brunswick,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,50.5,2,20241011,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2022,Bordeaux,Pauillac,red,75cl,6.0,59.67,3,20241011,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20241011,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2015,Bordeaux,Pauillac,red,75cl,6.0,39.17,1,20240923,lassemblage,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,43.33,4,20240923,lassemblage,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20241103,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20241103,appellations_uk,,grand puy lacoste
